City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Max Temp,Wind Speed,lng
381,kailua,90,US,1542484620,79,21.39,80.06,17.22,-157.74
382,vanimo,44,PG,1542487266,100,-2.67,81.87,4.14,141.3
383,tiznit,68,MA,1542487266,74,29.7,62.25,8.61,-9.73
384,naze,40,NG,1542484800,88,5.43,80.6,5.82,7.07
385,bluffton,90,US,1542484500,79,40.74,42.08,3.36,-85.17
386,yar-sale,92,RU,1542487268,98,66.83,15.31,18.68,70.83
387,sirajganj,0,BD,1542487268,79,24.46,61.21,2.68,89.71
388,pio xii,88,BR,1542487268,44,-3.89,91.5,7.72,-45.17
389,mayor pablo lagerenza,0,PY,1542487268,49,-19.93,93.93,18.12,-60.77
390,port hawkesbury,90,CA,1542486540,92,45.62,30.2,12.75,-61.36
391,la ronge,20,CA,1542484800,71,55.1,8.6,10.29,-105.3
392,carbonia,40,IT,1542484500,87,39.17,55.4,4.7,8.53
393,channel-port aux basques,32,CA,1542487269,100,47.57,36.24,27.96,-59.14
394,charters towers,24,AU,1542487270,92,-20.07,69.18,6.15,146.27
395,salinas,1,US,1542484920,66,36.67,64.4,5.82,-121.66
396,mumford,32,GH,1542487270,88,5.26,79.89,6.38,-0.76
397,comodoro rivadavia,75,AR,1542484800,31,-45.87,64.4,16.11,-67.48
398,ayan,20,TR,1542487271,75,40.67,18.15,1.79,33.6
399,porto torres,0,IT,1542484200,71,40.84,53.6,9.17,8.4
400,grand gaube,40,MU,1542484800,83,-20.01,73.4,9.17,57.66
401,jilib,56,SO,1542487272,93,0.49,75.57,5.7,42.79
402,vidim,0,CZ,1542484800,55,50.47,33.8,11.41,14.53
403,hazorasp,0,UZ,1542484800,49,41.32,24.8,4.7,61.08
404,ambulu,80,ID,1542487273,100,-8.35,78.45,2.8,113.61
405,zhob,0,PK,1542487273,69,31.34,45.24,5.37,69.45
406,deputatskiy,0,RU,1542487273,32,69.3,-22.99,2.8,139.9
407,kirakira,44,SB,1542487273,100,-10.46,80.92,11.74,161.92
408,terra nova,20,BR,1542484800,70,-12.41,84.2,12.75,-38.62
409,caramay,36,PH,1542487274,100,10.18,80.47,9.62,119.24
410,surgut,90,RU,1542484800,92,61.25,8.6,2.24,73.4
411,dedougou,0,BF,1542487275,55,12.47,77.77,3.58,-3.47
412,pauini,44,BR,1542487276,78,-7.71,85.02,4.59,-67.0
413,vestmannaeyjar,100,IS,1542487276,93,63.44,48.48,37.02,-20.27
414,magadan,40,RU,1542484800,83,59.56,-7.61,2.24,150.8
415,songkhla,40,TH,1542484800,94,7.2,80.6,4.7,100.6
416,panzhihua,0,CN,1542487277,45,26.59,53.43,5.26,101.72
417,husavik,0,CA,1542487277,87,50.56,14.82,18.01,-96.99
418,terney,20,RU,1542487278,100,45.05,31.02,12.97,136.61
419,lukovetskiy,90,RU,1542484800,100,64.29,39.2,6.71,41.92
420,kharan,0,PK,1542487278,84,28.58,51.76,2.46,65.42
421,jacqueville,40,CI,1542484800,83,5.21,82.4,6.93,-4.42
422,zhangye,0,CN,1542487279,52,38.94,11.71,8.39,100.46
423,meadow lake,40,CA,1542484800,72,54.13,12.2,11.41,-108.44
424,khor,44,RU,1542487279,80,47.88,8.56,8.95,134.96
425,vigia,40,PT,1542484800,77,40.51,60.8,3.36,-8.69
426,vostok,44,RU,1542487280,63,46.45,2.58,2.13,135.83
427,lenughi,44,TR,1542484800,80,40.12,33.8,1.12,43.96
428,dehui,0,CN,1542484800,79,44.53,21.2,4.47,125.71
429,harlingen,75,US,1542485700,62,26.19,82.94,19.46,-97.7
430,san luis,88,AR,1542487281,24,-33.3,78.54,13.98,-66.34
431,frontera,40,MX,1542483840,51,18.53,80.6,10.29,-92.64
432,katobu,64,ID,1542487282,100,-4.94,76.69,5.7,122.53
433,kobayashi,0,JP,1542487282,100,32.03,40.47,2.68,131.02
434,mackay,20,CA,1542484800,73,53.65,23.0,10.29,-115.58
435,acajutla,0,SV,1542484200,45,13.59,84.2,5.82,-89.83
436,ballina,0,IE,1542487283,94,54.11,46.59,16.11,-9.15
437,wernigerode,0,DE,1542487284,69,51.83,28.68,5.93,10.79
438,balkanabat,24,TM,1542487284,59,39.51,35.56,3.36,54.36
439,nemuro,24,JP,1542487284,100,43.32,42.18,13.65,145.57
440,morgan city,1,US,1542484560,54,29.7,66.92,4.7,-91.21
441,westport,0,IE,1542487222,94,53.8,48.7,17.67,-9.52
442,karpinsk,92,RU,1542487285,91,59.76,27.69,3.8,60.01
443,bhabua,0,IN,1542487285,74,25.04,61.08,2.35,83.61
444,reguengos de monsaraz,75,PT,1542484800,82,38.42,60.8,20.8,-7.53
445,seydi,8,NE,1542487286,44,13.34,69.22,6.04,7.75
446,ocos,20,GT,1542484800,52,14.51,91.4,6.93,-92.19
447,byron bay,75,AU,1542484800,93,-28.65,66.2,9.17,153.62
448,iquitos,75,PE,1542484800,319,-3.75,42.8,9.17,-73.25
449,sebrovo,0,RU,1542487287,60,50.1,10.54,2.91,43.3
450,saint paul,1,US,1542485700,49,44.95,28.4,5.82,-93.1
451,ballitoville,88,ZA,1542487288,96,-29.54,65.4,8.39,31.21
452,zubtsov,88,RU,1542487288,91,56.17,32.41,14.88,34.59
453,kuzino,92,RU,1542487288,90,57.02,26.74,5.7,59.44
454,wilmington,1,US,1542485700,87,39.75,48.92,8.05,-75.55
455,san pedro,0,AR,1542487290,67,-33.68,75.39,17.67,-59.66
456,pedra branca,0,BR,1542487291,28,-5.46,88.12,8.61,-39.72
457,merritt,1,CA,1542484800,55,50.11,37.4,6.93,-120.79
458,buraydah,0,SA,1542484800,100,26.33,60.8,6.93,43.97
459,thrissur,40,IN,1542486600,83,10.53,78.8,5.7,76.21
460,vallenar,0,CL,1542487292,59,-28.58,72.55,2.8,-70.76
461,guayabal,40,CO,1542484800,63,9.4,93.2,8.16,-75.68
462,contai,0,IN,1542487292,100,21.78,77.5,11.41,87.75
463,dingle,8,PH,1542487293,97,11.0,74.13,9.17,122.67
464,wagga wagga,0,AU,1542484800,59,-35.12,60.8,10.29,147.37
465,changji,92,CN,1542487293,100,32.07,45.64,7.72,116.17
466,ambon,90,FR,1542484800,80,47.55,41.0,19.46,-2.56
467,dakar,80,SN,1542487294,100,14.69,75.25,23.49,-17.45
468,moron,80,VE,1542487294,73,10.49,77.41,3.58,-68.2
469,cap malheureux,40,MU,1542484800,83,-19.98,73.4,9.17,57.61
470,bara,0,NG,1542487295,42,10.41,73.27,6.15,10.6
471,soledade,0,BR,1542484800,45,-7.06,84.2,19.46,-36.37
472,orgtrud,92,RU,1542487295,94,56.18,32.41,12.75,40.61
473,camargo,0,MX,1542487296,17,27.69,71.79,6.04,-105.17
474,tutoia,0,BR,1542484800,55,-2.76,86.0,17.22,-42.27
475,honiara,40,SB,1542484800,88,-9.43,77.0,2.8,159.96
476,bandarbeyla,0,SO,1542487297,100,9.49,78.72,14.32,50.81
477,ulladulla,8,AU,1542484800,100,-35.36,55.4,4.7,150.48
478,limoeiro do norte,68,BR,1542487297,30,-5.15,94.47,9.51,-38.1
479,corner brook,90,CA,1542484800,100,48.95,32.0,2.24,-57.95
480,port moresby,40,PG,1542484800,94,-9.47,73.4,3.36,147.16
481,manokwari,92,ID,1542487298,100,-0.87,82.27,5.26,134.08
482,ixtapa,75,MX,1542483780,27,20.71,87.8,11.41,-105.21
483,havelock,1,US,1542484680,49,34.88,62.06,6.93,-76.9
484,truro,0,GB,1542484200,76,50.26,51.8,38.03,-5.05
485,oranjemund,8,ZA,1542487299,92,-28.55,61.08,24.94,16.43
486,den helder,0,NL,1542484500,80,52.96,44.6,13.87,4.76
487,san jose,76,PH,1542487028,98,15.79,70.53,1.9,120.99
488,malanje,92,AO,1542487301,95,-9.54,68.73,2.46,16.35
489,tonantins,20,BR,1542487301,84,-2.86,84.57,2.91,-67.77
490,ugoofaaru,88,MV,1542487302,99,5.67,83.89,8.95,73.0
491,okhotsk,92,RU,1542487302,98,59.36,25.3,10.18,143.24
492,priekule,80,LV,1542486000,75,56.45,44.6,4.7,21.6
493,jorochito,75,BO,1542484800,62,-18.06,87.8,23.04,-63.43
494,high level,90,CA,1542486060,84,58.52,1.4,2.24,-117.13
495,waipawa,64,NZ,1542487303,54,-39.94,63.69,12.75,176.59
496,suntar,0,RU,1542487304,65,62.16,-14.26,4.03,117.65
497,paamiut,24,GL,1542487304,99,61.99,33.31,37.47,-49.67
498,dawei,8,MM,1542487304,95,14.07,73.05,2.01,98.19
499,ouro preto do oeste,36,BR,1542487304,73,-10.75,86.1,2.35,-62.22
500,mount gambier,0,AU,1542487305,81,-37.83,51.76,4.92,140.78
501,salaga,44,GH,1542487305,77,8.55,82.45,8.16,-0.52
502,tinos,92,GR,1542484200,71,37.54,57.2,9.17,25.16
503,nador,68,MA,1542484800,88,35.17,64.4,8.05,-2.93
504,yeppoon,80,AU,1542484800,69,-23.13,77.0,3.36,150.74
505,olinda,40,EC,1542484800,55,-2.03,86.0,4.7,-79.75
506,longyearbyen,75,NO,1542484200,69,78.22,35.6,29.97,15.63
507,ocampo,88,PH,1542487307,99,13.56,77.64,8.72,123.37
508,cape coast,48,GH,1542487307,85,5.11,77.32,3.91,-1.24
509,semenivka,48,UA,1542487307,56,52.18,12.34,2.91,32.58
510,shurugwi,0,ZW,1542487308,43,-19.67,74.13,8.72,30.0
511,saveh,0,IR,1542487308,85,35.02,38.26,2.68,50.36
512,otukpo,68,NG,1542487308,54,7.19,85.69,11.18,8.13
513,dasoguz,0,TM,1542484800,53,41.84,24.8,4.7,59.97
514,mineral wells,1,US,1542485700,40,32.81,70.16,11.41,-98.11
515,presidencia roque saenz pena,80,AR,1542487309,100,-26.79,74.4,11.63,-60.44
516,udachnyy,32,RU,1542487310,63,66.42,-22.54,2.35,112.4
517,raton,1,US,1542484440,47,36.9,44.96,8.05,-104.44
518,chitral,20,PK,1542487310,72,35.85,3.25,1.34,71.79
519,xining,56,CN,1542487310,75,36.62,10.0,2.13,101.77
520,dinguiraye,32,GN,1542487311,52,11.29,77.55,5.37,-10.71
521,cidreira,80,BR,1542487311,60,-30.17,78.27,17.0,-50.22
522,sao paulo de olivenca,24,BR,1542487279,72,-3.38,86.14,2.57,-68.87
523,gorom-gorom,0,BF,1542487312,34,14.45,73.95,7.05,-0.24
524,harper,75,US,1542485700,51,30.3,71.96,12.75,-99.24
525,tromso,75,NO,1542484200,86,69.65,37.4,8.05,18.96
526,mandurah,90,AU,1542484800,82,-32.55,62.6,6.93,115.7
527,kysyl-syr,0,RU,1542487314,77,63.9,-17.63,5.37,122.77
528,oussouye,88,SN,1542487314,95,12.49,79.75,24.49,-16.54
529,shalinskoye,12,RU,1542487315,63,55.72,-14.53,2.68,93.76
530,tshane,88,BW,1542487315,18,-24.02,80.97,3.58,21.87
531,henties bay,0,NA,1542487315,93,-22.12,62.34,5.26,14.28
532,pavlodar,90,KZ,1542484800,100,52.28,21.2,8.95,76.96
533,ribnitz-damgarten,20,DE,1542486000,81,54.24,32.0,4.7,12.43
534,yichun,68,CN,1542487316,77,47.72,6.54,2.35,128.88
535,fayaoue,64,NC,1542487316,100,-20.65,73.99,10.18,166.53
536,channelview,75,US,1542485700,52,29.78,73.04,6.93,-95.11
537,jieshi,80,CN,1542487317,100,22.82,69.67,15.66,115.83
538,hofn,92,IS,1542487318,93,64.25,46.72,14.43,-15.21
539,alice springs,56,AU,1542484800,72,-23.7,66.2,6.93,133.88
540,agirish,88,RU,1542487318,92,61.92,24.85,5.37,63.02
541,metsavan,32,GE,1542484800,79,41.2,26.6,2.24,44.23
542,kovdor,88,RU,1542487319,82,67.56,34.66,11.18,30.47
543,bulungu,8,CD,1542487320,95,-4.54,71.79,2.8,18.6
544,micoud,20,LC,1542484800,74,13.82,84.2,23.04,-60.9
545,sungai padi,90,TH,1542484800,94,6.09,75.2,3.36,101.88
546,vestmanna,0,FO,1542484200,87,62.16,46.4,18.34,-7.17
547,port lincoln,0,AU,1542487321,90,-34.72,62.11,13.2,135.86
548,esso,12,RU,1542487321,51,55.93,-6.16,2.24,158.7
549,beringovskiy,76,RU,1542487321,100,63.05,25.53,24.83,179.32
550,chattanooga,40,US,1542484500,40,35.05,64.4,2.91,-85.31
551,alamosa,1,US,1542484320,29,37.47,46.04,6.6,-105.87
552,wahiawa,75,US,1542484620,84,21.5,80.06,6.93,-158.02
553,steinbach,20,CA,1542484800,61,49.53,14.0,16.11,-96.69
554,jeremie,24,HT,1542487324,98,18.65,81.42,4.36,-74.12
555,mosquera,40,CO,1542484800,60,4.71,68.0,5.82,-74.23
556,lahaina,90,US,1542485520,93,20.87,77.0,13.87,-156.68
557,aksarka,92,RU,1542487325,89,66.56,13.38,18.68,67.8
558,hay river,90,CA,1542484800,84,60.82,3.2,3.36,-115.79
559,dali,0,CN,1542487326,100,25.6,35.92,2.57,100.24
560,kamaishi,0,JP,1542487326,97,39.28,28.81,3.58,141.86
561,caohe,68,CN,1542487326,88,32.93,23.59,1.79,105.08
562,manzhouli,0,CN,1542487327,58,49.6,0.64,7.94,117.43
563,clarence town,40,AU,1542484800,68,-32.59,66.2,10.29,151.78
564,dzerzhinskoye,80,RU,1542487327,84,56.84,2.89,2.57,95.22
565,aklavik,75,CA,1542484800,83,68.22,-0.41,10.29,-135.01
566,denpasar,20,ID,1542484800,94,-8.65,80.6,1.34,115.22
567,verkh-usugli,0,RU,1542487328,50,52.7,-5.26,6.04,115.17
568,eston,20,CA,1542484800,67,51.15,19.4,19.46,-108.75
569,monrovia,75,LR,1542484800,94,6.33,78.8,5.93,-10.8
570,jardim,64,BR,1542487329,72,-21.48,85.83,8.39,-56.15
571,kon tum,76,VN,1542487329,94,14.36,67.42,2.13,108.0
572,bukachacha,0,RU,1542487330,43,52.99,-1.79,5.59,116.91
573,morant bay,75,JM,1542484800,58,17.88,87.8,8.05,-76.41
574,taoudenni,12,ML,1542487330,47,22.68,60.4,5.93,-3.98
575,tigre,40,AR,1542484800,64,-34.42,73.4,6.93,-58.58
576,bahia blanca,0,AR,1542487209,71,-38.72,61.8,19.69,-62.27
577,garwolin,0,PL,1542484800,84,51.9,32.0,5.82,21.61
578,caala,8,AO,1542487332,93,-12.85,59.28,1.68,15.56
579,brownsville,75,US,1542484920,71,25.91,78.08,12.75,-97.49
580,labuan,75,BN,1542484800,94,5.28,75.2,2.24,115.24
